web_link,building_location,building_location_link,building_type,price,date_posted,rental_attr,neighbourhood,raw_description
https://ottawa.craigslist.org/apa/d/ottawa-renovated-one-bedroom-apartment/7157142259.html,Glebe Ave near Bank St,NA,/ 1br - 700ft,$1575,2020-07-10T19:11:49-0400,"c(""1BR / 1Ba"", ""700ft2"", ""apartment"", ""laundry in bldg"", ""street parking"")",(Glebe),"One bedroom apartment on second floor, in three storey building on Glebe Ave. near Bank St.  

•	Great neighborhood
•	Recently renovated kitchen and bathroom
•	Bay windows
•	Lovely balcony, nice outdoor space
•	Eat-in renovated kitchen (no separate dining room)
•	Laundry in basement

Prime location ! near conveniences, main roads, bus routes, walk to downtown.

Available starting August. $1575 / month, all utilities included. City street parking only.

Link for walkthrough video, https://youtu.be/VcIzNrz7wp4

No smoking in the building.

Please email if interested."
https://ottawa.craigslist.org/apa/d/ottawa-one-bedroom-for-rent/7165461145.html,NA,NA,NA,$780,2020-07-24T21:07:34-0400,"c(""dogs are OK - wooof"", ""furnished"", ""apartment"")",(Ottawa),"one bedroom in gorgeous, quiet, upscale building. One full bathroom, eat-in kitchen, sunken living room, large patio, walk-in closet off master suite, separate laundry room with sink, storage room. Amenities include outdoor pool and tennis courts, exercise room and sauna, library and party room. Walk to Go Station, Ottawa Transit, restaurants and shopping . All inclusive in rent contact me"
https://ottawa.craigslist.org/apa/d/ottawa-glebe-super-large-ground-floor-3/7156629240.html,169 HOLMWOOD AVENUE near MONK,"https://www.google.com/maps/search/45.399233,-75.688050",/ 3br - ,$2900,2020-07-09T22:55:23-0400,"c(""3BR / 1Ba"", ""available sep 1"", ""apartment"", ""laundry in bldg"", ""off-street parking"")",(HOLMWOOD AVE. NEAR BANK STREET),"GLEBE AREA,  HOLMWOOD AVE.,  near Bank Street, super large 3  bedroom apartment Ground Floor unit (not basement) fully private and a self contained unit, fenced in backyard, perfect for a family, professionals,  serious students, working people. The apartment is large enough for four students.  Rent is $2900. heat and water is included in the rent price. The whole house has brand new windows, hardwood floors, large rooms, kitchen, bath, laundry.  Walk to TD place, grocery, shopping, bus,  All you need is just one block away.  Write to me with your email address and phone number to talk about it and to arrange a viewing of the house. Please call me evenings at  
,  do not text it is Not a cell phone.
or send an email with your rental requirements.  APT. IS LARGE ENOUGH FOR FOUR TENANTS.
Send me an email at p.paltaATsympatico.ca use @ for AT written this way otherwise the AD CO. masks all email addresses. RENT PRICE CONSIDERATION FOR GOOD QUALITY RESPECTABLE TENANTS AND FOR RENTING THE WHOLE FLOOR FOR A GROUP OF TENANTS/ STUDENTS."
https://ottawa.craigslist.org/apa/d/ottawa-glebe-large-third-floor-3-bed/7156646103.html,169 HOLMWOOD AVENUE near MONK,"https://www.google.com/maps/search/45.399233,-75.688050",/ 3br - ,$2100,2020-07-09T23:57:35-0400,"c(""3BR / 1Ba"", ""available sep 1"", ""apartment"", ""laundry in bldg"", ""off-street parking"")",(HOLMWOOD AVE NEAR BANK STREET),"Glebe Area, three bedroom apartment large rooms, new kitchen, bath, sun deck, laundry, hardwood floors, NEW WINDOWS. super quiet triplex. walk to everything you need, TD Place, Grocery, Shopping, Bus all is just one block away. Walk to Carleton U, VIA Bronson Ave. 15 minutes. Note if you are only two people, a fourth year engineering student who has been there for over three years, he wants to stay , his two roommates are moving out. Looking for quiet respectable serious students, working people. It is not a party house. Quiet family type environment in the triplex. Everyone loves the large sundeck. APARTMENT IS FULLY FURNISHED AND WITH AN EQUIPPED KITCHEN.
Please send me an email with your telephone number to talk about the apartment and to arrange a viewing. Do not text it is not a cell phone   

or send an email with your rental requirements.
Send me an email at p.paltaATsympatico.ca use @ for AT written this way otherwise the AD CO. masks all email addresses. RENT PRICE CONSIDERATION FOR GOOD QUALITY RESPECTABLE TENANTS AND FOR RENTING THE WHOLE FLOOR FOR A GROUP OF TENANTS/ STUDENTS."
https://ottawa.craigslist.org/apa/d/ottawa-downtown-sandy-hill-1bedroom-2/7165530901.html,154 Nelson St near Ottawa,NA,/ 1br - 899ft,$800,2020-07-25T01:15:25-0400,"c(""1BR / 2.5Ba"", ""899ft2"", ""EV charging"", ""cats are OK - purrr"", ""dogs are OK - wooof"", ""furnished"", ""apartment"", ""w/d in unit"", ""carport"", ""wheelchair accessible"")",(Ottawa),"Live in the heart of Ottawa's downtown core. For rent is this well-maintained 1 Bedroom, 2 Bathroom suite with great proximity to everything you need. Enjoy approximately 825 s.f. of living space featuring a private balcony, a walk through closet, en-suite bathroom, dishwasher, in-suite storage space, hardwood floors and tiles throughout.

154 Nelson is a quiet building with only 4 units per floor. The master bedroom features a well-laid out walk in closet with lots of room for clothes and shelving.

Located at Rideau and Nelson. Across the street from Loblaws and Shoppers Drug Mart, only a 10-minute walk from Ottawa University and the Rideau Shopping Centre, and a 5-minute walk
from the Byward Market."
https://ottawa.craigslist.org/apa/d/ottawa-downtown-sandy-hill-1-bedroom-2/7165531769.html,154 Nelson St near Ottawa,NA,/ 1br - 899ft,$800,2020-07-25T01:20:28-0400,"c(""1BR / 1.5Ba"", ""899ft2"", ""EV charging"", ""cats are OK - purrr"", ""dogs are OK - wooof"", ""furnished"", ""apartment"", ""w/d in unit"", ""carport"", ""wheelchair accessible"")",(Ottawa),"Live in the heart of Ottawa's downtown core. For rent is this well-maintained 1 Bedroom, 2 Bathroom suite with great proximity to everything you need. Enjoy approximately 825 s.f. of living space featuring a private balcony, a walk through closet, en-suite bathroom, dishwasher, in-suite storage space, hardwood floors and tiles throughout.

154 Nelson is a quiet building with only 4 units per floor. The master bedroom features a well-laid out walk in closet with lots of room for clothes and shelving.

Located at Rideau and Nelson. Across the street from Loblaws and Shoppers Drug Mart, only a 10-minute walk from Ottawa University and the Rideau Shopping Centre, and a 5-minute walk
from the Byward Market."
https://ottawa.craigslist.org/apa/d/vanier-beautiful-top-unit-2bed-1bath/7165610044.html,75 Vachon Ave,"https://www.google.com/maps/search/45.440396,-75.668970",/ 2br - 1000ft,$1400,2020-07-25T09:24:02-0400,"c(""2BR / 1Ba"", ""1000ft2"", ""available jul 25"", ""\n                        monday 2020-07-27\n                    "", ""\n                        tuesday 2020-07-28\n                    "", ""\n                        wednesday 2020-07-29\n                    "", ""apartment"", ""w/d in unit"", ""attached garage"")","(Ottawa, ON)","Welcome to this bright and spacious 2nd level apartment unit (top level of a Triplex) 2 bedroom/1 bathroom apartment just south of Beechwood Village (Off Beechwood Ave or also from Vanier Pkwy). The unit features a kitchen with fridge/stove and washing machine. Access to dining room and large living room with hardwood floors throughout. 2 good size bedrooms and a full bathroom with shower/tub combination. All windows changed in 2018.

The washer is in unit (in kitchen) and shared dryer included on basement level.

No smoking. 

Shared fully-fenced backyard (with other tenants). 1 parking spot included in the driveway.

A 10-minute walk will bring you to such amenities as supermarkets (Metro and Nature's Buzz), seasonal farmers' market, fine dining (Fraser Cafe), cafés (Bridgehead, Second Cup), pubs (Clocktower Brew Pub) and a lot more. Accessible from Beechwood Ave or Vanier Pkwy. Elementary school right across the street. A multitude of OC Transpo bus stops are easily accessible, providing a convenient commute downtown.

$1,400/month + Hydro(Gas & Water/Sewer included). Minimum 1 year lease. First & Last w/credit approval  or letter of employment."
https://ottawa.craigslist.org/apa/d/nepean-single-house-for-rent-ottawa-35/7163409559.html,35 Coolspring Cr near Viewmount Dr,"https://www.google.com/maps/search/45.348822,-75.712901",/ 3br - ,$2650,2020-07-21T14:34:02-0400,"c(""3BR / 2.5Ba"", ""available sep 1"", ""house"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Nepean),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
INCLUDED: Window Coverings, HWT Rental, Refrigerator, Stove, Dishwasher, Washer, Dryer, Freezer (No Warranty) 
Ottawa, Nepean. This 3 bedroom, 2.5 bathroom Single House is for rent! This house features an updated kitchen with lots of cupboards, counter space and appliances. Spacious dining/living rooms! Hardwood throughout!!! The master bedroom is spacious. Secondary bedrooms are of good size! Fully finished lower level with storage. Laundry. Central Air. The large backyard is fully fenced with deck and shed. Single Car garage. Close proximity to HWY, Transit, Restaurants, Shopping, Parks, Schools and so much more!"
https://ottawa.craigslist.org/apa/d/ottawa-one-bedroom-basement/7159015488.html,97 Glebe avenue,"https://www.google.com/maps/search/45.405644,-75.688486",/ 1br - ,$950,2020-07-14T06:50:32-0400,"c(""1BR / 1Ba"", ""house"")",(Ottawa),"Available August 1st. There is ONE BEDROOM BASEMENT IN THIS HOUSE AVAILABLE FOR RENT. NOTE THAT THIS IS (NOT SHARED). Tenant does not share anything in this basement and that includes, kitchen, living room, bedroom, washer and dryer. Nearby schools include First Avenue Public School, Glebe Montessori School and Ottawa-Carleton Glashan Public School. The closest grocery stores are O'Connor Grocery, Metro and Loblaws. Nearby coffee shops include Morala Specialty Coffee, Bridgehead Coffeehouse and Starbucks. Nearby restaurants include FarmTeam Cookhouse & Bar, La Strada Restaurant and Erling's Variety. This location is near Central Park, Lionel Britton Park and NCC. Utilities includes, Heat, Water, Hydro, Wi-fi and 1 car park is included in the rent every month
                                                                         ***Requirement***
Job Letter, or References from employer or previous landlord. First and Last month required. If you are still interested, (REPLY WITH YOUR NAME, EMAIL ADDRESS, PHONE NUMBER AND MOVE IN DATE). Thanks for looking."
https://ottawa.craigslist.org/apa/d/nepean-apartment-condo-for-rent-ottawa/7165653495.html,78 Centerpointe Dr near Baseline Rd,"https://www.google.com/maps/search/45.343528,-75.773428",/ 1br - ,$1250,2020-07-25T10:45:27-0400,"c(""1BR / 1Ba"", ""available oct 1"", ""townhouse"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Nepean),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Refrigerator, Stove, Washer, Dryer
Ottawa, Nepean. This 1 bedroom, 1 full bathroom Terrace House - Lower is for rent! This home features an open concept kitchen with eat in area, fridge and stove. Laminate throughout!!! The bedroom is spacious with walk in closet. Laundry in unit! Central Air. Side yard is partially fenced. Exterior Parking. Close proximity to Algonquin College, shops, transit and HWY!"
https://ottawa.craigslist.org/apa/d/gloucester-new-price-lower-terrace/7151096699.html,Gablefield Private near Foxborough Private,NA,/ 2br - ,$1800,2020-06-30T12:06:05-0400,"c(""2BR / 1.5Ba"", ""available aug 13"", ""apartment"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Gloucester),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Landlord pays
INCLUDED: Window Blinds, One Exterior Parking Spot, HWT Rental, Grass Cutting, Snow Clearing, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Gloucester. This WELL- MAINTAINED 2 bedroom, 1.5 bathroom Lower Terrace House is for rent!  This House features an upgraded galley kitchen with loads of cupboards, counter space and appliances. Hardwood and Ceramic on main floor! NO CARPETS THROUGHOUT!! Bright and spacious dining/living room which also features a GAS fireplace. The master bedroom is spacious with large closet. Second bedroom is of good size! Laminate in bedrooms. Laundry and storage located on lower level! Central Air. Backyard offers a deck and is backed onto green space. No REAR neighbors! One Exterior Parking Spot. Close proximity to HWY, Transit (Blair LRT), Downtown, CSE/CSIS, Montfort Hospital, Restaurants, Shopping, Parks, Schools and so much more!"
