,adId,url,address,province,latitude,longitude,rent,utilities,description,Furnished,Bathrooms,Bedrooms,For Rent By,Pet Friendly,Water,Heat,Hydro,Agreement Type,Parking Included,Accessible Washrooms in Suite,Audio Prompts,Braille Labels,Elevator in Building,Storage Space,Internet,Cable / TV,Visual Aids,Barrier-free Entrances and Ramps,Bicycle Parking,24 Hour Security,Concierge,Pool,Gym,Smoking Permitted,Balcony,Yard,Air Conditioning,Fridge / Freezer,Dishwasher,Laundry (In Building),Laundry (In Unit),Wheelchair accessible,building_access,laundry,Unit Type,Size (sqft),Virtual Options,Term Agreement,Move-In Date
2025,1505773784.0,https://www.kijiji.ca/v-apartments-condos/ottawa/west236:-apartment-for-rent-in-westboro/1505773784,"236 Richmond Road, Ottawa, ON, K1Z 6W6",ontario,45.3937038,-75.74947900000001,2700.0,,"<strong>Open House Hours: </strong><p>Please call to schedule an appointment</p><p><strong>Offering completely <a href=""https://www.interrentreit.com/safe-rental-experience/"">contactless rentals</a>! Search, rent and move in without having to meet us in person.</strong></p><p>Welcome to Westboro one of Ottawa's most prestigious areas, where stunning modern touches blend seamlessly in a beautiful historic neighbourhood. At WEST236 residents will find striking views of the Ottawa River from private balconies, as well as premium finishes throughout every element of their new home.</p><h1>LUXURY WESTBORO APARTMENTS</h1><p>Located in one of the most sought-after neighbourhoods in Ottawa, WEST236 is the perfect combination of space, luxury and convenience. These newly built apartments have been designed to meet the needs of every lifestyle. Whether you're looking for a bachelor apartment or a two bedroom plus den, there are a <a href=""https://www.clvgroup.com/apartments/236-richmond-road/availability"">variety of layouts</a> for you to choose from. Settle into your new home in this stunning Westboro location.</p><p>Westboro Village offers some of the best shopping, dining and <a href=""https://www.clvgroup.com/apartments/236-richmond-road/neighbourhood"">neighbourhood amenities</a> that can be found in the Capital region. Steps from this new building are conveniences such as the Real Canadian Superstore, Farm Boy and the LCBO. Take a stroll down vibrant Richmond Road and discover delicious food options, unique boutique shopping and so much more. This unmatched location means you are minutes from the scenic Ottawa River, with kilometers of biking or walking trails to explore or walk your furry friend. Enjoy the summer sunshine at any number of patios within walking distance, or venture to popular Westboro Beach. Whatever lifestyle you enjoy, at WEST236 there is a suite for every need.</p><br /><strong>Utilities Included:</strong><br /><ul><li>Heat</li><li>Water</li></ul><br /><strong>Property Amenities</strong><br /><ul><li>Bicycle Storage</li><li>Park and City Views</li><li>Elevator</li><li>Underground Parking</li><li>Guest Suite</li><li>Rooftop Patio</li><li>Mingle Room</li><li>Storage</li><li>24 Hour Emergency Service</li><li>Wheelchair Access</li><li>24 Hour Remote Concierge</li><li>Fitness Centre</li><li>Accessibility</li><li>Rooftop Patio with BBQ</li><li>Secure Entrance</li><li>BBQ Area</li></ul><br /><strong>Suite Amenities</strong><br /><ul><li>Central air conditioning</li><li>Washer and Dryer in Suites</li><li>Quartz Countertops</li><li>Laminate Floors</li><li>Custom Blinds</li><li>Pet Friendly</li><li>Balcony</li><li>In-Suite Laundry</li><li>Panoramic views of the city</li><li>Central Air Conditioning</li><li>Freshly Painted</li><li>Laminate</li><li>City Views</li><li>Spacious and Bright</li></ul><br /><strong>Promotion Details</strong><br /><p><strong>WEST236 Promotion </strong></p><p>Book your tour today at <a href=""http://www.clvgroup.com/apartments/236-richmond-road"">WEST236</a> and receive your exclusive promotional voucher that can be applied to your application!</p><p>For further information, please call us at 613-518-2362</p><p>*E&OE. Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p>",No,2.0,2,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,,,Apartment,,,,
2026,1505773874.0,https://www.kijiji.ca/v-apartments-condos/ottawa/2-bedroom-apartments-in-westboro-stunning-views/1505773874,"236 Richmond Road, Ottawa, ON, K1Z 6W6",ontario,45.393742100000004,-75.7497137,3000.0,,"Please contact us to discuss virtual or recorded tour options.<br /><br />These units will make you the envy of all your friends, with views that are incomparable to any other view in the city. WEST236 will provide you with all the comfort you need, both inside the building and outside. Located in a 15 minute community, you'll be able to find anything you'll ever need right from your home in the heart of Westboro.<br /><br />Located in one of the most sought-after neighbourhoods in Ottawa, 236 Richmond is the perfect combination of space, luxury and convenience.Westboro Village offers some of the best shopping, dining and neighbourhood amenitiesthat can be found in the Capital region. Steps from this new building are conveniences such as the Real Canadian Superstore, Farm Boy and the LCBO. 236 Richmond is also just a short walk from the Westboro bus station, connecting you to the rest of Ottawa.<br /><strong><br />Suite Amenities:</strong><ul><li>Balcony with City Views</li><li>Beautiful Laminate Floors</li><li>Pet Friendly</li><li>Stainless Steel 5 Appliance Kitchen</li><li>Washer and Dryer in Suites</li><li>Floor to Ceiling Windows</li><li>In-Suite Storage</li><li>Central Air</li></ul><strong>Building Amenities:</strong><ul><li>24 Hour Emergency Service</li><li>Accessibility</li><li>Bicycle Storage</li><li>Rooftop Patio</li><li>Newly Updated Fitness Centre</li><li>Lounge</li><li>Secure Entrance</li><li>Secure Underground Parking</li><li>Video Surveillance</li><li>Wheelchair Access</li></ul><strong>Utilities Included<br /></strong><ul><li>Heat</li><li>Water</li></ul>Hydro and parking extra<br /><br /><b>For more information or to book a viewing, please call or email!</b><br /><br />*E&OE. Pricing subject to change and finishings may vary, contact Customer Care Coordinator for more info",No,1.0,2,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,Apartment,,,,
2027,1505773780.0,https://www.kijiji.ca/v-apartments-condos/ottawa/west236:-apartment-for-rent-in-westboro/1505773780,"236 Richmond Road, Ottawa, ON, K1Z 6W6",ontario,45.3937038,-75.74947900000001,2350.0,,"<strong>Open House Hours: </strong><p>Please call to schedule an appointment</p><p><strong>Offering completely <a href=""https://www.interrentreit.com/safe-rental-experience/"">contactless rentals</a>! Search, rent and move in without having to meet us in person.</strong></p><p>Welcome to Westboro one of Ottawa's most prestigious areas, where stunning modern touches blend seamlessly in a beautiful historic neighbourhood. At WEST236 residents will find striking views of the Ottawa River from private balconies, as well as premium finishes throughout every element of their new home.</p><h1>LUXURY WESTBORO APARTMENTS</h1><p>Located in one of the most sought-after neighbourhoods in Ottawa, WEST236 is the perfect combination of space, luxury and convenience. These newly built apartments have been designed to meet the needs of every lifestyle. Whether you're looking for a bachelor apartment or a two bedroom plus den, there are a <a href=""https://www.clvgroup.com/apartments/236-richmond-road/availability"">variety of layouts</a> for you to choose from. Settle into your new home in this stunning Westboro location.</p><p>Westboro Village offers some of the best shopping, dining and <a href=""https://www.clvgroup.com/apartments/236-richmond-road/neighbourhood"">neighbourhood amenities</a> that can be found in the Capital region. Steps from this new building are conveniences such as the Real Canadian Superstore, Farm Boy and the LCBO. Take a stroll down vibrant Richmond Road and discover delicious food options, unique boutique shopping and so much more. This unmatched location means you are minutes from the scenic Ottawa River, with kilometers of biking or walking trails to explore or walk your furry friend. Enjoy the summer sunshine at any number of patios within walking distance, or venture to popular Westboro Beach. Whatever lifestyle you enjoy, at WEST236 there is a suite for every need.</p><br /><strong>Utilities Included:</strong><br /><ul><li>Heat</li><li>Water</li></ul><br /><strong>Property Amenities</strong><br /><ul><li>Bicycle Storage</li><li>Park and City Views</li><li>Elevator</li><li>Underground Parking</li><li>Guest Suite</li><li>Rooftop Patio</li><li>Mingle Room</li><li>Storage</li><li>24 Hour Emergency Service</li><li>Wheelchair Access</li><li>24 Hour Remote Concierge</li><li>Fitness Centre</li><li>Accessibility</li><li>Rooftop Patio with BBQ</li><li>Secure Entrance</li><li>BBQ Area</li></ul><br /><strong>Suite Amenities</strong><br /><ul><li>Central air conditioning</li><li>Washer and Dryer in Suites</li><li>Quartz Countertops</li><li>Laminate Floors</li><li>Custom Blinds</li><li>Pet Friendly</li><li>Balcony</li><li>In-Suite Laundry</li><li>Panoramic views of the city</li><li>Central Air Conditioning</li><li>Freshly Painted</li><li>Laminate</li><li>City Views</li><li>Spacious and Bright</li></ul><br /><strong>Promotion Details</strong><br /><p><strong>WEST236 Promotion </strong></p><p>Book your tour today at <a href=""http://www.clvgroup.com/apartments/236-richmond-road"">WEST236</a> and receive your exclusive promotional voucher that can be applied to your application!</p><p>For further information, please call us at 613-518-2362</p><p>*E&OE. Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p>",No,1.0,1,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,,,Apartment,,,,
2028,1505773787.0,https://www.kijiji.ca/v-apartments-condos/ottawa/west236:-apartment-for-rent-in-westboro/1505773787,"236 Richmond Road, Ottawa, ON, K1Z 6W6",ontario,45.3937038,-75.74947900000001,2250.0,,"<strong>Open House Hours: </strong><p>Please call to schedule an appointment</p><p><strong>Offering completely <a href=""https://www.interrentreit.com/safe-rental-experience/"">contactless rentals</a>! Search, rent and move in without having to meet us in person.</strong></p><p>Welcome to Westboro one of Ottawa's most prestigious areas, where stunning modern touches blend seamlessly in a beautiful historic neighbourhood. At WEST236 residents will find striking views of the Ottawa River from private balconies, as well as premium finishes throughout every element of their new home.</p><h1>LUXURY WESTBORO APARTMENTS</h1><p>Located in one of the most sought-after neighbourhoods in Ottawa, WEST236 is the perfect combination of space, luxury and convenience. These newly built apartments have been designed to meet the needs of every lifestyle. Whether you're looking for a bachelor apartment or a two bedroom plus den, there are a <a href=""https://www.clvgroup.com/apartments/236-richmond-road/availability"">variety of layouts</a> for you to choose from. Settle into your new home in this stunning Westboro location.</p><p>Westboro Village offers some of the best shopping, dining and <a href=""https://www.clvgroup.com/apartments/236-richmond-road/neighbourhood"">neighbourhood amenities</a> that can be found in the Capital region. Steps from this new building are conveniences such as the Real Canadian Superstore, Farm Boy and the LCBO. Take a stroll down vibrant Richmond Road and discover delicious food options, unique boutique shopping and so much more. This unmatched location means you are minutes from the scenic Ottawa River, with kilometers of biking or walking trails to explore or walk your furry friend. Enjoy the summer sunshine at any number of patios within walking distance, or venture to popular Westboro Beach. Whatever lifestyle you enjoy, at WEST236 there is a suite for every need.</p><br /><strong>Utilities Included:</strong><br /><ul><li>Heat</li><li>Water</li></ul><br /><strong>Property Amenities</strong><br /><ul><li>Bicycle Storage</li><li>Park and City Views</li><li>Elevator</li><li>Underground Parking</li><li>Guest Suite</li><li>Rooftop Patio</li><li>Mingle Room</li><li>Storage</li><li>24 Hour Emergency Service</li><li>Wheelchair Access</li><li>24 Hour Remote Concierge</li><li>Fitness Centre</li><li>Accessibility</li><li>Rooftop Patio with BBQ</li><li>Secure Entrance</li><li>BBQ Area</li></ul><br /><strong>Suite Amenities</strong><br /><ul><li>Central air conditioning</li><li>Washer and Dryer in Suites</li><li>Quartz Countertops</li><li>Laminate Floors</li><li>Custom Blinds</li><li>Pet Friendly</li><li>Balcony</li><li>In-Suite Laundry</li><li>Panoramic views of the city</li><li>Central Air Conditioning</li><li>Freshly Painted</li><li>Laminate</li><li>City Views</li><li>Spacious and Bright</li></ul><br /><strong>Promotion Details</strong><br /><p><strong>WEST236 Promotion </strong></p><p>Book your tour today at <a href=""http://www.clvgroup.com/apartments/236-richmond-road"">WEST236</a> and receive your exclusive promotional voucher that can be applied to your application!</p><p>For further information, please call us at 613-518-2362</p><p>*E&OE. Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p>",No,1.0,1,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,,,Apartment,,,,
2029,1505773235.0,https://www.kijiji.ca/v-apartments-condos/ottawa/2-bedroom-apartments-in-westboro/1505773235,"381 Churchill Ave N, Ottawa, ON, K1Z 5C4",ontario,45.3927497,-75.75384940000001,2049.0,,"<p>Welcome to the charming and spacious 381 Churchill, located in one of Ottawa's most sought after neighbourhoods, Westboro. This quaint building is tucked right off the main street of Richmond Road, where you can find incredible restaurants and various shopping options all within steps of your front door. The units feature unique heritage touches, plenty of natural light and fully updated finishes, making them the perfect place to call home.</p><p>Residents will love the dining options nearby. Explore local favourites like Baker Street Café, Pure Kitchen, Oh So Good and so much more! If you enjoy an active lifestyle, 381 Churchill offers plenty of surrounding gyms and fitness classes, as well as nearby bike and walking paths along the Ottawa River.</p><p>Come discover how vibrant Westboro living can be, at 381 Churchill!</p><p><b>Unit Features:</b></p><ul><li>Recently renovated</li><li>Spacious units</li><li>Kitchen appliances</li><li>On-site laundry facilities</li></ul><p><b>What's Nearby:</b></p><ul><li>Real Canadian Superstore</li><li>LCBO</li><li>Lululemon</li><li>Greco Fitness</li><li>Pure Yoga</li><li>Starbucks</li><li>The Ottawa Farmers' Market</li><li>Nepean High School</li><li>Westboro Beach</li><li>Maplelawn Garden</li></ul><p><b>Utilities:</b></p><p>Heat and water are included in the rental price. Hydro extra.</p><p>For more information or to book a viewing, please call or email!</p><p>*E&OE. Pricing subject to change and finishings may vary, contact Customer Care Coordinator for more info</p>",No,1.0,2,Professional,Yes,Yes,Yes,No,1 Year,0,,No,No,No,No,No,No,,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,,,Apartment,,,,
2030,1505773071.0,https://www.kijiji.ca/v-apartments-condos/ottawa/new-1-bedroom-in-aylmer-spacious-renovated/1505773071,"60 Cormier, Aylmer, QC, J9H 6B4",ontario,45.4038321,-75.8534725,1019.0,,"<p>Work comfortably at home in this renovated apartment and stay close to many stores and restaurants.<br />Please contact us for virtual and recorded tour options.<br /><br />These spacious suites are newly renovated featuring ceramic and hardwood flooring, new lighting, designer two tone paint and much more.</p><p>Riviera Apartments is located just a short distance from Downtown Ottawa, Place du Portage and Global Affairs Canada- ideal for any government workers who are looking for a short commute. Conveniently located in the heart of Aylmer, Riviera Apartments is near the bustling Aylmer Marina and all the shopping and dining options along Rue Principale (Main Street).</p><p>Many sought-after amenities and features include:</p><ul><li>Appliances included</li><li>Elevators at all buildings</li><li>Utilities included</li><li>On-site laundry facilities</li><li>Indoor and outdoor parking</li><li>Tennis and basketball court</li><li>2 outdoor swimming pools</li><li>Residents lounge</li><li>Secure entrances</li><li>On-site staff and 24 hour emergency service</li><li>2 media rooms</li><li>2 fitness rooms</li><li>Upgrades do not apply to all units</li></ul><p>Riviera Apartmentsis conveniently surrounded by amenities such schools, parks, medical facilities, restaurants, and shopping. Riviera makes for an ideal place to live with close proximity to Highway 14, allowing for an easy commute to Gatineau - Hull and Ottawa. The Rideau Centre is a quick and easy bus ride away on STO #1. Now Youre Home.</p><p>For more information, or to book a viewing please call or email!<br /><br />*E. & O.E. Pricing subject to change and finishings may vary, contact Customer Care Coordinator for more info<br /><br />**<br /><br />Veuillez nous contacter pour des options de visites virtuelles et préenregistrées.</p><p>Les Appartements Rivieras sont situés à une courte distance du centre-ville d'Ottawa et du complexe Place du Portage - idéale pour les professionnels qui veulent un court trajet au travail. Grâce à leur emplacement pratique en plein coeur d'Aylmer, les Appartements Riviera sont procheà la Marina d'Aylmer et lesboutiques et restaurants tout le long de la rue Principale.</p><p>Ces suites spacieuses nouvellement rénovés présentent des planchers de céramique et de bois franc, de nouveaux luminaires, une peinture de conception deux tons et bien plus encore.</p><p>Parmi les nombreuses commodités et caractéristiques recherchés, mentionnons:</p><ul><li>Appareils électroménagers compris</li><li>Ascenseurs dans tous les édifices</li><li>Services publiques compris</li><li>Buanderie sur place</li><li>Stationnement intérieur et extérieur</li><li>Terrains de tennis et de basketball</li><li>Deux piscines extérieures</li><li>Salon l'intention des résidents</li><li>Entrées sécurisées</li><li>Personnel sur place et service d'urgence 24 heures sur 24</li></ul><p>Les Appartements Riviera sont situés à proximité des services sociaux, comme des écoles, des parcs, des centres médicaux, des restaurants et des centres dachat. Riviera représente un milieu de vie idéal, puis qu'il est situé à proximité de l'autoroute 148 et des voies de transport publiques, ce qui permet de se déplacer facilement entre Gatineau-Hull et Ottawa. Quelques minutes du centre Rideau en autobus STO#1.</p><p>Contactez-nous par téléphone ou courriel pour plus d'information ou pour prendre un rendez-vous!</p><p>*S.E.O. Prix sujets à changement et les finitions peuvent varier. Contactez le coordonnateur du service à la clientèle pour plus d'information.</p>",No,1.0,1,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,Apartment,,,,
2031,1505773080.0,https://www.kijiji.ca/v-apartments-condos/ottawa/large-2-bedroom-in-aylmer/1505773080,"60 Cormier, Aylmer, QC, J9H 6B4",ontario,45.4038321,-75.8534725,1175.0,,"<p>Please contact us for virtual or guided tour options.<br /><br />Working from home and looking for a comfortable space or looking to stay connected in Downtown Ottawa? Riviera Apartments does it both!<br /><br />These spacious suites are newly renovated featuring ceramic and hardwood flooring, new lighting, designer two tone paint and much more.</p><p>Riviera Apartments is located just a short distance from Downtown Ottawa, Place du Portage and Global Affairs Canada- ideal for any government workers who are looking for a short commute. Conveniently located in the heart of Aylmer, Riviera Apartments is near the bustling Aylmer Marina and all the shopping and dining options along Rue Principale (Main Street).</p><p>Many sought-after amenities and features include:</p><ul><li>Appliances included</li><li>Elevators at all buildings</li><li>Utilities included</li><li>On-site laundry facilities</li><li>Indoor and outdoor parking</li><li>Tennis and basketball courts</li><li>2 outdoor swimming pools</li><li>Residents lounge</li><li>Secure entrances</li><li>On-site staff and 24 hour emergency service</li><li>2 media rooms</li><li>2 fitness rooms</li><li>Upgrades do not apply to all units</li></ul><p>Riviera Apartmentsis conveniently surrounded by amenities such schools, parks, medical facilities, restaurants, and shopping. Riviera makes for an ideal place to live with close proximity to Highway 14, allowing for an easy commute to Gatineau - Hull and Ottawa. The Rideau Centre is a quick and easy bus ride away on STO #1. Now Youre Home.</p><p>For more information, or to book a viewing please call or email!<br /><br />*E. & O.E. Pricing subject to change and finishings may vary, contact Customer Care Coordinator for more info<br /><br />**<br /><br /></p><p>Les Appartements Rivieras sont situés à une courte distance du centre-ville d'Ottawa et du complexe Place du Portage - idéale pour les professionnels qui veulent un court trajet au travail. Grâce à leur emplacement pratique en plein coeur d'Aylmer, les Appartements Riviera sont procheà la Marina d'Aylmer et lesboutiques et restaurants tout le long de la rue Principale.</p><p>Ces suites spacieuses nouvellement rénovés présentent des planchers de céramique et de bois franc, de nouveaux luminaires, une peinture de conception deux tons et bien plus encore.</p><p>Parmi les nombreuses commodités et caractéristiques recherchés, mentionnons:</p><ul><li>Appareils électroménagers compris</li><li>Ascenseurs dans tous les édifices</li><li>Services publiques compris</li><li>Buanderie sur place</li><li>Stationnement intérieur et extérieur</li><li>Terrains de tennis et de basketball</li><li>Deux piscines extérieures</li><li>Salon l'intention des résidents</li><li>Entrées sécurisées</li><li>Personnel sur place et service d'urgence 24 heures sur 24</li></ul><p>Les Appartements Riviera sont situés à proximité des services sociaux, comme des écoles, des parcs, des centres médicaux, des restaurants et des centres dachat. Riviera représente un milieu de vie idéal, puis qu'il est situé à proximité de l'autoroute 148 et des voies de transport publiques, ce qui permet de se déplacer facilement entre Gatineau-Hull et Ottawa. Quelques minutes du centre Rideau en autobus STO#1.</p><p>Contactez-nous par téléphone ou courriel pour plus d'information ou pour prendre un rendez-vous!</p><p>*S.E.O. Prix sujets à changement et les finitions peuvent varier. Contactez le coordonnateur du service à la clientèle pour plus d'information.</p>",No,1.0,2,Professional,Yes,Yes,Yes,Yes,1 Year,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,Apartment,,,,
2032,1505773094.0,https://www.kijiji.ca/v-apartments-condos/ottawa/utilities-included-spacious-2-bedroom-in-aylmer/1505773094,"60 Cormier, Aylmer, QC, J9H 6B4",ontario,45.4038321,-75.8534725,1175.0,,"<p>Fully renovated 2 bedroom ground floor unit in peaceful community, available now!<br /><br />These spacious suites are newly renovated featuring ceramic and hardwood flooring, new lighting, designer two tone paint and much more.</p><p>Riviera Apartments is located just a short distance from Downtown Ottawa, Place du Portage and Global Affairs Canada- ideal for any government workers who are looking for a short commute. Conveniently located in the heart of Aylmer, Riviera Apartments is near the bustling Aylmer Marina and all the shopping and dining options along Rue Principale (Main Street).</p><p>Many sought-after amenities and features include:</p><ul><li>Appliances included</li><li>Elevators at all buildings</li><li>Utilities included</li><li>On-site laundry facilities</li><li>Indoor and outdoor parking</li><li>Tennis and basketball court</li><li>2 outdoor swimming pools</li><li>Residents lounge</li><li>Secure entrances</li><li>On-site staff and 24 hour emergency service</li><li>2 media rooms</li><li>2 fitness rooms</li><li>Upgrades do not apply to all units</li></ul><p>Riviera Apartmentsis conveniently surrounded by amenities such schools, parks, medical facilities, restaurants, and shopping. Riviera makes for an ideal place to live with close proximity to Highway 14, allowing for an easy commute to Gatineau - Hull and Ottawa. The Rideau Centre is a quick and easy bus ride away on STO #1. Now Youre Home.</p><p><b>For more information, or to book a viewing please call or email!</b><br /><br />*E. & O.E. Pricing subject to change and finishings may vary, contact Customer Care Coordinator for more info<br /><br />**<br /><br /></p><p>Les Appartements Rivieras sont situés à une courte distance du centre-ville d'Ottawa et du complexe Place du Portage - idéale pour les professionnels qui veulent un court trajet au travail. Grâce à leur emplacement pratique en plein coeur d'Aylmer, les Appartements Riviera sont procheà la Marina d'Aylmer et lesboutiques et restaurants tout le long de la rue Principale.</p><p>Ces suites spacieuses nouvellement rénovés présentent des planchers de céramique et de bois franc, de nouveaux luminaires, une peinture de conception deux tons et bien plus encore.</p><p>Parmi les nombreuses commodités et caractéristiques recherchés, mentionnons:</p><ul><li>Appareils électroménagers compris</li><li>Ascenseurs dans tous les édifices</li><li>Services publiques compris</li><li>Buanderie sur place</li><li>Stationnement intérieur et extérieur</li><li>Terrains de tennis et de basketball</li><li>Deux piscines extérieures</li><li>Salon l'intention des résidents</li><li>Entrées sécurisées</li><li>Personnel sur place et service d'urgence 24 heures sur 24</li></ul><p>Les Appartements Riviera sont situés à proximité des services sociaux, comme des écoles, des parcs, des centres médicaux, des restaurants et des centres dachat. Riviera représente un milieu de vie idéal, puis qu'il est situé à proximité de l'autoroute 148 et des voies de transport publiques, ce qui permet de se déplacer facilement entre Gatineau-Hull et Ottawa. Quelques minutes du centre Rideau en autobus STO#1.</p><p><b>Contactez-nous par téléphone ou courriel pour plus d'information ou pour prendre un rendez-vous!</b></p><p>*S.E.O. Prix sujets à changement et les finitions peuvent varier. Contactez le coordonnateur du service à la clientèle pour plus d'information.</p>",No,1.0,2,Professional,Yes,Yes,Yes,Yes,1 Year,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,Apartment,,,,
2033,1505770877.0,https://www.kijiji.ca/v-apartments-condos/ottawa/playfair-park-gorgeous-4-bedroom-home/1505770877,"1750 Dorset Drive, Ottawa, ON, K1H 5T8",ontario,45.3882749,-75.64728290000001,2995.0,,"<p><b>Professionally managed by Attaché - TMS (Established 1979)</b></p><p>Gorgeous 4 bedroom home in desirable Playfair Park. Granite counter tops and Cherry cabinetry highlight throughout. Close to schools, parks, shopping and transit. Rear yard is perfect for summer entertaining. Surrounded by mature trees, moments from scenic bicycle paths in a family neighbourhood. Must See</p><p>Walk Score 49, Transit Score 43, Bike Score 66</p><p><b>Available: July 1, 2020 @ $2,995/Month Plus Utilities<br /><br />Monthly rent with Snow Removal and Lawn Cutting services is $3395/Month or $</b><b>2995</b><b>/Month without Snow removal and Lawn Cutting.</b></p><p><b>1750 Dorset Drive, Ottawa, On, K1H 5T8</b></p><p><b>Main Level:<br /></b>Living room (Hardwood) with Gas fireplace, Dining room (Hardwood), Kitchen with dinette (Hardwood), Family Room (Hardwood), 2 pc. Powder room (ceramic).</p><p><b>Second Level:</b>Principal Bedroom (Hardwood) with 3 pc. ensuite Bathroom, Bedroom 2 (Hardwood), Bedroom 3 (Hardwood), Bedroom 4 (Hardwood), 4 pc. Bathroom (Ceramic).</p><p><b>Lower Level:<br /></b>Recreation Room, Laundry, Workshop, Storage, Furnace and utility room.</p><p><b>Tenants costs (Utilities & Others):<br /></b>Gas (Heat), Hydro (Electricity), City Services (water & related charges), Hot Water Tank Rental, Internet, Telephone, Television (cable), Alarm (security) monitoring (optional), Tenants Insurance (Required);</p><p><b>Appliances:<br /></b>Fridge, Stove/Oven, Dishwasher, Microwave (OTR), Washer, and Dryer.</p><p><b>Highlights:<br /></b>Single Car garage with remote door opener, Seasonal Yard, C/A Conditioning, Patio, Fenced Yard.</p><p><strong>NO PETS; NO SMOKERS PLEASE</strong></p><p>To arrange a viewing appointment, please call <b>Attaché - TMS at 613-727-1400</b>, any weekday between 8:30 a.m. and 4:30 p.m. Appointments may be booked during the day, early evening or on Saturdays, but all must be booked during office hours.</p>To see other great options in your desired area, please click View Web Site on the right hand side in Poster Contact Information, or search <b>Attaché - TMS</b> in the Kijiji search bar above.",No,2.5,4,Professional,Yes,No,No,No,1 Year,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,,,House,,,,
2034,1505770275.0,https://www.kijiji.ca/v-apartments-condos/ottawa/chateau-janeville-1-bedroom-apartment-for-rent/1505770275,"390  Montreal Road, Ottawa, ON, K1L 8H1",ontario,45.4381781,-75.654431,1195.0,,"<p>Desirable luxury apartments and townhomes are available at Chateau Janeville, located minutes from downtown Ottawa. Choose from three bedroom townhomes or one and two bedroom apartments. Our renovated units come with a fully equipped kitchen with stainless steel appliances, hardwood, carpeting and laminate floor options and sheer curtains. Townhouses have a wood-burning fireplace, a washer and a dryer.</p><p>Additional features include:</p><p>- Balcony</p><p>- In-suite storage</p><p>- Heated outdoor pool, propane barbecue area at poolside, fully equipped gym, social room</p><p>Advertised rental rates represent the lowest price available and may vary from unit to unit.</p><p>Professionally managed by Shelter Canadian Properties Limited.</p><br /><strong>Location Details</strong><br /><p>Chateau Janeville is located on the south side of Montreal Road, between Lafontaine Avenue and Ducharme Boulevard, approximately four kilometres from the Parliament Buildings. The property is within easy walking distance of rapid transit and is also located close to the St. Laurent Shopping Centre.</p>",No,1.0,1,Professional,No,No,No,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,Apartment,,,,
